,x,y,types
183,13004.82121846468,8402.721349860316,L4
184,12875.15442619787,7270.169516130633,L4
185,23445.68263657729,8483.337912727056,L6 IT
186,5978.6072931857125,7714.0746998619015,L2/3 IT
187,9638.012714934704,9965.026133825291,L4
188,20217.36516082118,6633.456588238778,L5 IT
189,15918.056071236892,11909.284460932617,L6 PT
190,10438.94431704831,13503.559490007969,Vip
191,16348.517237496431,7062.13884312857,Astro
192,7556.2540085083865,13870.726703316936,L5 PT
193,19314.982958110995,5102.038005309927,L4
194,7911.98201370633,10592.459107741772,L4
195,21752.62785879835,10728.028092901635,L6 IT
196,11072.537955283333,18335.015242213747,Vip
197,21543.788605901223,10665.30860474308,L6 PT
198,7285.049698878365,17553.572065048484,Lamp5
199,3058.271124553937,10494.521113774543,L2/3 IT
200,6201.0055603608225,12934.271853598899,Vip
201,12998.026237433745,10738.230948564997,L5 NP
202,20928.452009650104,13171.441431774607,L5 PT
203,9199.394721494196,16155.343599502541,L6 IT
204,5120.4529961624985,12756.5309464,Sst
205,10983.213126461955,15558.228715904232,Sst
206,10595.644766218333,6217.5778734199985,L2/3 IT
207,16399.153919436998,11322.569315537005,L6 PT
208,20559.076714575207,7338.309475405541,L5 PT
209,19355.2425421554,12088.202898353147,Lamp5
210,20330.435843140996,12584.055386384574,Lamp5
211,18102.95866639264,10195.57838588682,L6 PT
212,8386.384106535294,16621.862719694116,Sst
213,9661.172112141548,17205.5160919625,L6 PT
214,6392.7820106373,15598.764990661586,L5 IT
215,14833.356554887527,7212.595014731803,Pvalb
216,9984.55595304625,13992.567115367998,L6 IT
217,18556.737937017897,5396.299004956598,L4
218,13658.21953274292,5227.417718409441,L2/3 IT
219,8891.634531177777,17087.744122456825,L6 PT
220,15666.907557741843,11239.223483205671,L6 IT
221,10885.811643378947,18887.620459723155,Pvalb
222,10434.660417316385,14221.407338977402,L6 PT
223,21457.310227867438,9188.27392825526,L6 PT
224,6830.741848552926,13065.404762101733,Lamp5
225,16373.625715630336,10534.28667411837,L6 IT
226,22826.114217126556,12125.430221538054,L5 PT
227,4565.566700766414,10410.180154230564,L2/3 IT
228,18293.771795146862,7292.585628379997,Sst
229,8939.941888992138,10857.731872058514,L4
230,12791.934372345633,10181.19572450207,L5 PT
231,12544.795143614034,10581.77253638386,L5 PT
232,19703.20861500417,6983.736453917854,L5 PT
233,14106.272892799998,13075.045236378752,Endo
234,18488.342278838696,11964.968555758027,L6 PT
235,18220.522873921454,7632.619127897915,Pvalb
236,7695.012238836841,15825.657829764206,Pvalb
237,17720.201742516667,4252.443164481577,L2/3 IT
238,19453.64302867009,6128.9682170995175,L4
239,9097.412984438615,17371.610140682482,L6 PT
240,19461.25374789355,3714.8798309834306,Lamp5
241,8184.074496790609,16020.810971700977,L6 IT
242,18457.179644006377,15634.083427842337,Sst
243,12676.203657124543,4975.672376864999,L2/3 IT
244,15240.85417095488,6337.837672787439,L4
245,10286.475367156756,17306.470122086892,Sst
246,9247.878206537287,11138.136178789831,Sst
247,8625.21614785614,7424.468627284206,L2/3 IT
248,3111.734880695237,9282.594644176188,Lamp5
249,16287.266993462532,8982.242450896201,L5 NP
250,7489.842241190237,12419.537174749888,Sst
251,13138.983954542424,3132.333891606059,Lamp5
252,22512.591652564883,10777.43695754409,L6 IT
253,16182.478703474319,13125.48417207019,L6 PT
254,14623.400761372945,7982.303116654108,L4
255,7417.489132714947,13483.541865582263,Pvalb
256,14295.937349144377,3889.889417980471,L2/3 IT
257,7727.88221281239,13390.708293361922,L5 IT
258,22813.01348530251,11745.380933364244,L5 PT
259,11616.298528114332,10992.122111798095,L6b
260,9639.032291486576,8326.732018472478,L4
261,13619.408221289505,13571.689780244114,Pvalb
262,9618.77959020294,8894.091570184066,Pvalb
263,19168.036390008765,8223.698681129847,Pvalb
264,5070.0414440816085,12960.418897234247,L4
265,11874.675615479562,10385.477941086128,L5 PT
266,15982.737505883984,6337.012640204854,L4
267,13767.197173222106,4925.876450342103,L2/3 IT
268,11242.007262171997,11993.951543783998,Sst
269,14134.428493185515,8667.043893122625,L5 IT
270,4935.405990899998,11208.945218883333,Sst
271,16638.857790158818,1425.1059455999984,Vip
272,11620.263211277274,8068.302306243178,Sst
273,19148.44296570923,12682.98482756154,Macrophage
274,5745.75181570294,12210.12557546588,L4
275,8616.289339344443,16142.906617123886,Sst
276,3075.9787555761986,12782.85379711856,Lamp5
277,4687.306648483583,12464.902321270143,L2/3 IT
278,16033.645197512786,8129.8602666302295,Lamp5
279,17548.314082064702,9625.163902897051,L5 IT
280,19993.318292342025,13127.2066480427,Pvalb
281,15103.91039891401,13504.403213307387,L6 IT
282,6354.737483813466,13963.834165974082,L5 PT
283,6836.7737750175975,10370.943782295999,Sst
284,19035.72033063357,11156.74764656619,L6 PT
285,5839.727678501585,10800.830812968248,L2/3 IT
286,4591.42648339135,12367.584753192104,Vip
287,23382.66666652,13295.794388901735,Vip
288,20829.367216896244,12281.805904747394,L6b
289,21080.488700583875,5972.482905148638,L4
290,14797.15404374931,12613.385019841016,L6 PT
291,20551.312960098392,5972.3719965933005,L4
292,19439.30531748008,5730.748582797559,L4
293,7216.844459189925,8626.719259815827,L2/3 IT
294,21186.427796000167,12144.126524122808,L5 NP
295,9254.51735519852,15991.184887615847,L6 PT
296,2467.1331811350383,11897.254883604328,Pvalb
297,12009.093656968113,6175.122634668114,L2/3 IT
298,16681.076414475137,5839.501412874051,L2/3 IT
299,20717.87420982262,9029.338744100789,L6 PT
300,14808.055145690601,5296.365162561072,L2/3 IT
301,17096.682801939518,5930.487107677842,Pvalb
302,8774.950768644552,6974.853366555443,L2/3 IT
303,10071.677156499998,8411.084963910711,Sst
304,4946.252976582416,13103.833542156975,L4
305,9193.70358496646,12018.336006286208,L5 PT
306,22127.740304235,12859.909967417389,L5 PT
307,10869.754916310234,8540.249580255113,Pvalb
308,12081.94651323682,11088.725556055424,L5 IT
309,18955.874140712494,15470.643782124793,Sst
310,7665.766362256634,11586.177649433626,L4
311,4349.193249891442,17208.74476616888,Pvalb
312,11907.57863993472,10071.558444418608,L5 IT
313,12044.37957005873,9664.168380003966,L5 IT
314,8924.219176783028,13587.1965390683,L5 IT
315,6349.821822942541,13032.086631393597,L4
316,14911.716684223384,11488.492354691129,L6 IT
317,8067.7410518626575,16602.152372922592,L6 PT
318,15960.356116041428,4813.9905487021415,Vip
319,18197.79114275988,6858.715525883829,Pvalb
320,14267.772947087495,17190.6516909705,Vip
321,14829.795814042358,13423.528048911578,L6 PT
322,9099.764899509346,10608.820866588789,L2/3 IT
323,23396.9712575676,8251.389184281998,Vip
324,19067.647131139707,8319.063268064076,L5 IT
325,13733.328683618616,11262.215582653791,L6 IT
326,10978.228518390468,10623.293311211732,L5 PT
327,5551.630660560073,10504.881849304564,Lamp5
328,4639.032349777691,17283.26105999277,L5 IT
329,20744.643433451085,10767.510595725702,L6 PT
330,18801.12703724313,10191.820147006069,L6 PT
331,3531.162063662497,8542.547343110937,Pvalb
332,14755.770215689361,5808.540289027657,L2/3 IT
333,16127.601680443022,7130.203607414338,L4
334,8464.381310335015,12123.36349776397,L5 PT
335,15351.801331938386,4500.949022555159,Pvalb
336,21037.95912164644,6356.677200873723,L5 IT
337,5012.874355864965,16754.993764837753,Sst
338,9652.090237727127,7883.829806559689,Lamp5
339,13147.912552568747,13812.1491436875,L6 IT
340,15150.891723164035,7392.006279737437,L4
341,8496.779193399516,14512.147916684253,L6 IT
342,18046.563984833785,10916.823708926348,L6 PT
343,22244.32519301449,11987.140205614995,L5 NP
344,12232.402920079116,5043.3257828197775,L2/3 IT
345,16580.904187061627,4448.470081697093,Vip
346,10505.727155149762,14930.463689526066,L6 IT
347,15427.076600647451,7074.113468667449,Vip
348,10095.775185337972,13573.230383390759,L6 IT
349,17965.027435379037,6160.862661190417,L4
350,9028.659018670793,10802.57817325044,L4
351,7635.984388850991,16923.73200932804,L6 PT
352,7249.117085616511,8163.171216347245,L2/3 IT
353,7629.244391999998,13964.481440814794,Lamp5
354,12182.013346572789,11994.656658723125,L6 IT
355,7049.783021158927,9090.316331950356,Lamp5
356,17990.093614639467,11055.080666503003,L6 IT
357,11229.58231056279,3789.316535972091,Sst
358,7838.085017164843,13422.985685586484,Sst
359,17673.901752548387,7426.330987366161,L5 PT
360,15274.099449595507,13877.91926142463,L6b
361,13448.748466067605,11016.444560115491,Pvalb
362,15698.166242429319,9293.572961667413,Sst
363,10438.768069093938,14442.392825840225,L6 IT
364,19053.552722235123,14979.16480999231,Sst
365,5236.0182362530995,12364.096384384138,Vip
366,3506.742543058332,12285.243112816665,L2/3 IT
367,16404.846601104215,6287.881398549697,L4
368,20819.199396842025,8686.918172167609,L6 IT
369,5946.7840283352925,12199.461984697056,Sst
370,9241.038107674156,10164.432860224715,L4
371,12804.340506296001,11909.101725857998,Sst
372,19136.681657715948,10688.031641756908,L6 PT
373,11317.89096215476,7801.120740695235,Pvalb
374,9677.393761349998,21019.642971708567,Sst
375,6520.674501327777,8951.097379247218,Sst
376,5987.593337797221,19136.12645305398,L6 IT
377,5198.1504139741555,12937.436797846574,L4
378,17863.947678150962,15638.175211345193,Sst
379,19105.97810266564,9651.91045892564,L5 NP
380,12458.187214257763,14940.600734757714,L6 PT
381,13302.915703842422,7994.706851287372,L4
382,9560.687701411236,13286.46610648708,Sst
383,9891.149798353284,15686.332189050727,L6 IT
384,14481.789133126744,8569.118394611623,L4
385,7853.893678370436,10751.630440070436,Pvalb
386,19762.21185067599,13520.028495076816,Lamp5
387,10794.434405344637,14081.434181915747,L6 PT
388,11721.7802713283,8403.412134488677,Vip
389,12375.464629217644,4773.263760760456,L2/3 IT
390,18069.913045423807,6141.719401119045,Sst
391,8298.251060004217,16319.566073582602,Vip
392,7865.424150372064,17453.765136794802,L6 PT
393,5478.870834835512,16657.743297362802,Sst
394,13763.755802898811,7340.9075214639015,L4
395,12589.209717290589,12333.74196549588,L6 IT
396,16627.576749411353,6724.238281087498,L4
397,11310.543237462498,16087.765623456873,Sst
398,6013.9634778977515,12471.343154281272,Sst
399,11900.197684587098,7352.966884070966,L2/3 IT
400,12415.416652225735,7982.287700658649,L4
401,7962.578208628205,17372.266019213996,L6 PT
402,12583.359553663733,12945.359268883347,L6 IT
403,6172.639670099998,13517.9539766646,Lamp5
404,12127.641332982605,5979.3229792130405,Sst
405,12756.379663005127,9011.520423683327,L4
406,15758.461654564931,8903.463807335065,Lamp5
407,12905.181193216276,4767.262107171315,L2/3 IT
408,11264.962561019767,9820.957887657303,L4
409,5632.078667916759,14162.48485182268,L5 IT
410,8717.983144446225,21447.648866432355,Vip
411,9747.0601545058,13341.584490224332,Vip
412,10266.339198298123,9068.14339611535,L4
413,16591.651424407748,11303.150621926741,L6 PT
414,18567.16928165,14575.869540569,Sst
415,5524.231274610189,13565.587035911953,Sst
416,4310.235277727478,11286.413972356488,L2/3 IT
417,3119.491767981121,11655.289184118878,Vip
418,5337.12997914651,16008.621967990468,Vip
419,22246.68218063097,13411.10690623119,Sst
420,5931.678269337377,18415.112092950145,L6 PT
421,11436.775997551882,5376.1208065481105,L2/3 IT
422,9543.699603948058,11081.032027147285,L4
423,14790.727524580183,14452.336445230547,L6b
424,19214.23084738268,8785.795031302756,L6 IT
425,15309.335487224895,12183.86956391837,L6 PT
426,19322.994368257,14054.232270040997,Vip
427,8082.1126374873165,12109.044325160145,L4
428,13733.096054458729,14850.694285281741,Sst
429,14758.514889161426,12246.738263950712,L6 PT
430,8435.137969323636,6029.4420656018165,L2/3 IT
431,8919.457234053458,15673.525448886267,L6 IT
432,12494.040504497674,6693.789632407749,L2/3 IT
433,11252.889578754699,15712.16785815222,Vip
434,10052.825189894813,10894.530415854008,L4
435,7487.273121323656,6783.240605056985,L2/3 IT
436,17878.38448099053,9373.301804871595,L6 IT
437,15675.26590260797,12954.270878663403,L6 PT
438,12652.816597347168,6220.237207769809,L2/3 IT
439,5984.878716333333,16491.261149655278,L6 IT
440,18318.11441369792,12528.399158151191,L6b
441,22461.78221476158,8546.713202074257,L6 IT
442,3036.581560063029,11188.186065697571,L2/3 IT
443,14893.000523074996,14929.850114893336,Sst
444,15929.74932001,5592.085987424997,Vip
445,3551.575224374999,10954.522119388632,Lamp5
446,13190.693411783332,5442.4403156833305,Pvalb
447,14533.78914872258,2610.269771674192,Sst
448,9199.877236345495,14741.463051848767,L6 IT
449,9827.064648774356,15725.456518533076,Pvalb
450,13114.906919596882,12365.642252330836,L6 IT
451,6346.473801963122,10816.249665654062,Lamp5
452,10916.083484429828,10189.397477184404,L4
453,2747.960707881998,12576.262061181333,Pvalb
454,7661.689216526664,14293.140019696664,Macrophage
455,17166.354446270958,11527.237791909676,L6 PT
456,2009.297372394443,12532.50940210873,L2/3 IT
457,13599.68953564918,4757.279962332785,L2/3 IT
458,21836.756699496906,7809.978707398275,Sst
459,6364.079711506895,8536.106033525859,Vip
460,9784.18158174027,13706.26610987273,Vip
461,5586.697730035967,12412.451227069962,L4
462,4763.084122809997,15603.544904255059,Sst
463,7689.9829093708595,7313.599067336421,L2/3 IT
464,8241.589881952941,15718.993006644114,Sst
465,14748.810377308215,4920.96990638219,L2/3 IT
466,9551.153712335714,15244.95386494446,Pvalb
467,14035.810585642748,7503.559771299998,L4
468,11664.036417658206,11872.409639947758,L5 PT
469,14250.253227911762,11364.317477520586,Sst
470,5092.768316875924,9692.239417512035,L2/3 IT
471,20776.284918796944,12570.336962305551,Vip
472,7898.215997668132,12588.414736320725,L4
473,12442.135001755662,12364.489960428567,L5 IT
474,4492.142355387942,16650.638262285607,Lamp5
475,5608.2318679877635,14248.280288146008,L5 IT
476,16124.50643363416,6567.907556770184,L4
477,19408.855896102672,7036.042968970028,L5 IT
478,12462.256745652205,14697.288561628746,L6 PT
479,15431.433083441232,3776.7772290668217,L2/3 IT
480,21682.26994535665,9565.746797672327,Sst
481,18799.450881786488,10988.301826716212,L6 IT
482,5266.945198332371,16063.769156915349,Sst
483,3566.06300266222,11595.579427331111,Sst
484,22686.53465707285,8933.636132944896,Vip
485,12180.18137528261,13671.044888783144,L6 IT
486,19033.006867294367,8135.24962435512,L5 PT
487,16928.403946670504,6772.68248350599,L4
488,22470.522817191566,12704.347558019046,L5 PT
489,14229.818520307417,13270.364556370672,Pvalb
490,16898.762304672564,3733.858465304865,L2/3 IT
491,5645.133535780449,15862.464684827517,Sst
492,11494.325991988266,9197.009459704468,L4
493,9205.31663636406,4584.06989772656,Vip
494,8209.216611968572,7865.175969075426,L2/3 IT
495,7876.588881549178,7724.705107474589,L2/3 IT
496,11550.151334774273,5055.790648891285,L2/3 IT
497,10526.601409159572,15283.67791644319,L6 PT
498,4417.418380263136,15922.32865040792,L5 IT
499,18902.296279923376,11060.083052389611,Sst
500,20951.566630516598,6934.565893109118,L5 PT
501,14998.563396213356,9268.184719660323,L5 PT
502,12703.26420105663,8186.357638159291,L4
503,10450.531607008676,10784.457233488127,Sst
504,7193.501518851882,9401.515826986664,Sst
505,17908.748919179998,15656.909554116799,Pvalb
506,8890.828632158822,6761.5596181549,L2/3 IT
507,8164.749166129059,11252.341717930763,L4
508,19463.42201724472,7935.2235703345705,L5 PT
509,23481.626340824845,12057.35080952903,Sst
510,18194.90423472222,5613.139225551849,Sst
511,4697.120616387051,9053.596749129016,Vip
512,9857.41996488963,13132.426934325713,L5 PT
513,22939.55976729708,8642.019030535621,Sst
514,12513.685013865439,4898.817391478674,L2/3 IT
515,14502.281752504168,13671.692097687284,L6 IT
516,23361.060642713062,9498.34966512803,L6 PT
517,14496.532992315624,2623.657655671873,Pvalb
518,6385.521275735576,11916.342667295576,Pvalb
519,18229.13393337857,9606.334230664283,Macrophage
520,7016.214446859196,16542.386932382142,L6 IT
521,14765.007441184905,7861.426041887262,L4
522,18412.911258521428,15472.12786731143,Endo
523,12835.93342319046,10112.858890487998,Vip
524,18983.54668597914,10839.278123603428,Sst
525,16099.379015816949,12107.624123835589,L6 PT
526,9764.367735907364,7199.182161245347,L2/3 IT
527,13407.783085500918,10526.484495379354,L5 PT
528,6872.69880834674,17929.035203286585,L6 PT
529,19134.638988075516,6525.912861509125,L5 IT
530,18561.963306820588,4102.812974075733,L2/3 IT
531,15366.210234887669,12331.679608053422,Vip
532,7284.251547867854,11207.80472851944,Pvalb
533,10498.988520391604,8145.7803204625925,L4
534,7409.718437610156,16081.834436022731,L6 IT
535,5908.999712173809,8307.549296873809,Vip
536,17268.077524911976,13131.760996143445,L6b
537,19280.22420628755,4253.123788442551,L2/3 IT
538,13800.349998827825,4548.831545604346,L2/3 IT
539,4482.766781776717,17365.38420307829,L6 IT
540,18702.377613266774,9742.848451624595,L6 IT
541,9529.106649370633,6540.830539182166,L2/3 IT
542,3339.6617649510276,10790.587542128393,L2/3 IT
543,4980.979604889187,10307.238067921617,L2/3 IT
544,7190.2130222373635,15750.456878610988,L6 IT
545,10828.316212759952,10838.554287451589,L5 IT
546,10637.791015826717,14404.172933548623,L6 IT
547,7706.099694959616,8197.590713778076,L2/3 IT
548,10538.989754401357,9613.264609614542,L4
549,11517.257402198671,13909.592794448214,L6 IT
550,18169.55674577066,6079.3899313173315,Sst
551,14595.932099212649,3933.1605654514265,L6 IT
552,18455.474896564367,6598.528208605667,L6 IT
553,20459.896081220824,11723.287902420689,L6 IT
554,6427.220939932329,16640.091789877744,L6 PT
555,17077.31687298,9146.94454301875,Lamp5
556,10845.865236041976,16901.04098786294,L6b
557,8277.722680299998,9925.700921287496,L4
558,10826.194039230788,11565.197796671468,L5 PT
559,11103.28508892424,10138.543984796966,Sst
560,14301.845507068718,11896.093075296923,L6 PT
561,20056.13310248555,9315.708864211108,Sst
562,11104.386740691169,12920.45999827892,L6 IT
563,18198.92101944839,7064.8250816056425,L5 IT
564,14766.978521761044,5622.051916029472,L2/3 IT
565,17880.511704493845,15346.519934556076,Sst
566,9097.548690174355,6174.317786415383,Sst
567,19288.820042563002,7759.201094264999,Endo
568,13935.895011448147,4757.634449644443,Sst
569,23389.24725626795,9943.402523707691,L6 IT
570,17103.210371764646,13223.403549277267,Vip
571,13636.382165107143,12753.560031953006,L6 PT
572,14931.843827021667,8116.570614491664,L2/3 IT
573,13012.41669254375,7127.729348962497,Pvalb
574,20260.409440415482,8755.132251676294,L6 PT
575,23085.937589944493,9805.038499810997,L6 IT
576,11006.669198991665,13637.53922841139,L6 IT
577,3305.7759195007984,11711.629773986399,Lamp5
578,16678.719172554265,7978.512101124069,Vip
579,13954.044364237005,12293.55066161894,L6 IT
580,9961.379765871152,7328.853095855767,Vip
581,11271.349029678408,9022.804930357195,L4
582,13271.42276322978,15306.723035648069,L6b
583,16514.027266443667,7902.423247485124,L5 IT
584,8143.305172858973,6439.495393873074,L2/3 IT
585,22796.77145752914,9308.808368226011,L6 PT
586,19529.034123165067,10983.461470546668,Sst
587,9932.075039882087,7917.629674326865,L2/3 IT
588,13321.164645413039,6724.72726037391,Vip
589,15914.484114972727,7278.7762152045425,L4
590,5749.891507763169,11530.335843087276,Pvalb
591,9809.184979747672,7056.923940425579,L2/3 IT
592,21488.32489027253,6683.781921911398,L5 PT
593,20390.62019899469,13470.366480009268,Sst
594,22373.235859387194,13343.522144539675,Lamp5
595,12443.86021500874,11848.005788473776,Lamp5
596,18549.50256049656,5830.584725240228,L4
597,19672.15920816096,10427.322069163487,Vip
