,L4,Vip,Lamp5,L5 NP,Sst,L5 IT,Oligo,L6 PT,L6 IT,Sncg,Pvalb,L2/3 IT,Astro,L5 PT,L6b,Endo,Peri,Meis2,Macrophage,CR,VLMC,SMC
0,3.5088041381877373,5.0422016007181085,5.10274800830183,4.27512655998094,5.700690199107703,0.0007227976363171074,1.001595883482267,0.0006557018110067148,1.002280286267562,0.0007850007219598609,1.5065516871632882,0.0011925977026909784,7.360426346510181,0.0006173920814660505,0.0004428713465820522,1.6178540175468399,4.391358697830583e-05,0.0001467127370773369,1.6259154287986917,1.7450707431976298e-05,1.7870927292732688,2.7612696831893118
1,0.00020755446912534836,16.126503755673102,31.75894705462929,8.030307282602678e-05,31.79917416698492,0.0001612042245963119,0.0001644509308462716,0.00014315352701821382,0.00036575056203314027,1.207833991588788,0.0005091521623807882,0.00018090515868407486,0.0006609556553556217,0.0001474093536075749,0.00010220576761493794,0.0002226100444495671,0.013094131824743727,4.535323044052575e-05,0.00018519480106249375,7.369165501813768e-06,1.652799534068663,0.00024271488791782758
2,0.0023310331763246595,3.8463598834499653,2.683899448093477,0.0007796194427633907,3.3724594365964755,0.08215010090699959,0.17928473742350093,1.0864273952008108,8.013144918749099,1.0017604025037792,6.069933741797643,1.5730295347952525,1.3060606754480233,0.0012286712504361308,2.0069148263121477,0.5245028152815223,0.01242850406231355,0.0003653297117978127,0.44643582170706964,0.00016982975751034246,0.0791892897273705,0.4244704332994047
3,0.0017307366576089223,8.527748116900524,0.14048270071578545,0.00045743644086826407,0.6063128631132969,0.0011356259115355982,0.7293007500101751,1.4995871388338364,10.762596341356868,1.929295652931506,8.241429604527308,0.001520165780951821,4.153074691923408,0.0011929217186530394,0.4147486723394431,0.4837934346789723,0.07122251351063369,0.00021296871872777956,0.26150539953081875,0.00012014092197887294,0.32662427164381036,0.18355550898706952
4,0.00122918640169134,7.507202865535924,0.0013209619045911891,0.2935948176808605,15.486259325773373,0.0005578536040382609,0.2831787272530448,0.00031566777157399084,22.140285606694018,0.9990384455294876,9.222319522487691,24.94361435662498,0.7226388283459722,2.999198165490761,2.4732506776497347,1.368489601552163,0.2827745950152405,0.1675083751451183,0.11769756326408398,1.946235333605273e-05,0.741851741924286,0.9530302354068354
5,0.0011732079898272296,0.4321055435233017,2.4628829696116075,0.00022637355800481096,0.5821680002100471,1.0001119943955734,0.22633676381010304,0.0005630279410375749,3.110521277513495,1.2827179852547332,0.0022896933018055066,4.06785269507655,2.337445038807205,0.0007319997581050064,0.000628037527010239,0.31184456973848285,5.6322535982644695e-05,6.083094104525344e-05,0.15466278323071947,1.7956798418457538,0.6424955683935121,0.31946657692451197
6,2.3924673048437453,21.46764761194178,25.692333974401368,0.00010661042405590848,24.222730097885048,0.0002018159883190318,0.0002209301638131933,0.00020159312401446527,0.0004213589277737295,0.4441843446459539,0.0006005632913114178,0.669842019036994,0.0002535131247718425,0.00019352075108436395,0.00011582827702172338,0.3154755928815902,0.014675591030709256,3.380080423198706e-05,0.2011330192449634,1.317967101499562e-05,0.9280911343678504,0.4732479029610914
7,7.011942683309498,15.41650194677412,5.60503753838036,3.647760918424307,3.7544525934467696,0.1853075098169461,0.7404716956298696,0.00026717938981346556,1.440560282530053,18.607032802004277,0.0003351805456437429,18.445346468347417,0.6510749756601495,0.7053948116427653,0.0002553988800659823,1.1752233261194007,0.004116599837658441,0.6815712756513861,1.333323635860637,1.141330420750819e-05,1.1666120275352334,0.6029676027383175
8,0.7943506543743335,3.0303866246804523,5.9331541442805165,0.00035939489920266965,2.3753721889382566,0.0005197806725831811,0.05746516482147079,0.487761882205751,9.718180217121994,0.46390569299193407,4.647393133290963,16.69451553970704,0.7021021580669853,0.0005628751844966029,2.7778240928709197,1.3399438432339217,4.8904646632763615e-05,0.13371215184649543,0.6779703381771185,5.150442939338973e-05,1.2247554705561985,0.9771443680229339
9,0.0008076391247695547,41.27697232321721,1.1944772455145825,0.7209592371839642,4.00021705975005,0.0006568721001538602,0.003152786095750315,0.5243756207912535,0.9982094808660924,2.712469807007741,0.0010306577363228264,11.62422266177319,0.000377343355506099,2.0002065904480735,0.0009626145224022054,0.0002716853270072761,0.013077111728250657,6.060945803199047e-05,0.913925067803369,1.1115926596971804e-05,0.11364338514890449,0.32017217179296154
