,L4,Vip,Lamp5,L5 NP,Sst,L5 IT,Oligo,L6 PT,L6 IT,Sncg,Pvalb,L2/3 IT,Astro,L5 PT,L6b,Endo,Peri,Meis2,Macrophage,CR,VLMC,SMC
0,0.90853155,1.0105144,0.29127747,0.574027,0.880308,0.10800197,0.11482882,2.6194997,1.6805593,0.5786666,0.4064011,0.72712135,0.5963043,0.00053362694,0.03464224,0.43787116,0.0062510236,1.312083,0.66761,7.460668e-06,0.0184733,0.2709245
1,1.1906329,0.9792197,1.0050023,0.083552256,0.9903068,1.2342416,0.05248348,0.35991064,0.6753923,0.032658152,0.48354608,0.14372756,0.30014536,0.08635681,0.11852611,0.018479452,0.0009203016,0.012250058,0.115172446,6.147739e-06,0.023469223,0.053726397
2,0.00023137545,2.2152727,2.8751316,0.040670052,2.997142,0.00013700854,0.89791113,0.0015620888,1.8390181,0.22269058,7.4761477,0.028551258,0.19056399,0.01420871,0.028110983,0.02045573,0.00087188487,0.0087093385,0.112758614,3.6883966e-06,0.022908777,0.108735874
3,0.3297888,0.9359664,1.1068968,0.04782019,1.3841829,0.3754459,0.03129396,0.32856387,0.9693152,0.020806933,1.0572014,0.30127373,0.18856314,0.26125357,0.17445207,0.07292189,0.002432344,0.004486542,0.018504456,5.039323e-06,0.028968446,0.0016410772
4,0.44251737,2.569538,3.0283313,0.31799394,0.53975296,0.00031709098,0.26827338,0.09035397,0.099663734,0.26332012,3.1000404,1.1116338,0.2523072,2.6603212,0.07000288,7.925288e-05,2.0558648e-05,0.1684992,0.059666574,2.8329076e-05,0.010695574,0.16586913
5,1.5612181,1.8105861,0.24571282,2.0840735,1.6850674,0.99437153,0.84090763,0.06674037,0.0042943284,9.713381e-05,0.397219,0.3706218,0.100946896,0.1847524,0.18233173,0.021013057,0.013228965,3.347839e-05,0.07113672,6.753261e-06,0.2758873,0.15875179
6,0.2629658,1.1161424,0.8556718,0.051937092,1.2799454,0.5268714,0.030990671,0.22411571,0.9398892,0.17039397,1.1036658,0.33865154,0.08059784,0.26564795,0.23292866,0.07215662,0.0024329934,0.00489477,0.012095754,5.3031295e-06,0.029532894,0.00033406762
7,0.30803028,0.8865577,1.0962988,0.1250563,1.2968166,0.52471876,0.041559514,0.29048842,0.98904884,0.06991175,0.9736608,0.3032919,0.114038445,0.2203209,0.19274779,0.08550329,0.0010549854,0.0050308965,0.022517081,5.0517556e-06,0.033248384,0.0058701895
8,1.0104713,1.0072299,0.8663127,0.02994731,0.7989238,0.900591,0.091972284,0.90654576,0.32885006,0.035549458,0.5332937,0.67577004,0.641515,0.04534187,0.16977319,0.00025474804,0.0013721064,0.006439371,0.014439577,5.2724718e-05,0.024540385,0.00015570575
9,0.16773024,0.71966815,1.4956675,0.04492455,2.514866,0.6890582,0.0155723505,0.13379255,0.77404404,0.022859395,0.5565896,0.0645497,0.11706142,0.19478191,0.13180545,0.045854427,0.0014965448,0.011194872,0.012833669,8.441235e-06,0.045722835,0.00013199277
10,0.74084264,0.9668436,1.075139,0.00012331443,1.1862239,0.3444798,0.23573826,0.21885079,0.47509745,0.5906105,0.5798567,1.0751439,0.00019441894,0.02591435,0.036253266,0.0045973756,0.0010036606,1.0235658,0.043985568,6.550776e-06,0.00013514717,0.37867928
11,0.6561665,1.6486199,0.7790859,0.00013997716,2.2238102,0.00055147166,0.023393791,0.27328673,0.98907495,0.00014472251,0.21641031,1.8207142,0.22332498,0.025247294,0.16013244,0.07822856,0.0026590764,6.2310704e-05,0.112608954,4.8607967e-06,0.047413465,0.199655
12,0.69498754,1.3803003,0.7763288,6.8362395e-05,8.036309,0.00023078977,0.17727247,0.000121968245,0.1671622,0.5874507,5.687601,0.43318826,0.09060107,0.014720953,0.0013009097,0.04039497,9.701138e-06,2.8380231e-05,0.071515895,6.810669e-06,0.0013818641,0.018613704
13,0.0042017177,1.2793207,2.570655,0.33966026,8.40469,0.00016809606,0.3828984,0.00010072979,0.23495418,0.345312,4.755467,0.033519343,0.28036177,0.024202976,0.07058366,1.4507279,0.000115385505,0.0033052142,0.12391625,0.01960438,0.40492493,9.9259705e-05
14,0.7801377,1.0508417,0.93165034,0.0040929997,1.3963091,0.6546338,0.01812806,0.29076266,0.77642643,0.147928,0.4705119,0.10426804,0.025604103,0.39588538,0.1103524,0.1460319,0.013633788,0.0022131181,0.015338605,4.5688225e-06,0.2607039,0.15009494
15,2.2943416,2.3847046,0.833269,0.017204374,0.86181146,1.0174196,0.2607934,0.00016246879,1.1941633,0.5867532,1.4301175,0.18796508,0.31643775,0.00012749653,0.44156697,0.0035634893,8.311042e-06,0.021578306,0.22155358,0.0021594553,0.018613253,0.22982268
